Power [kW]
0
0
0
0
0
0
0
0
0
0
50.698
188.554
397.513
556.106
660.245
711.441
687.231
579.216
430.325
296.245
179.135
69.011
11.839
0
0
0
0
0
0
0
0
0
0
0
135.591
341.672
587.271
623.169
656.758
702.699
672.896
521.316
424.228
351.724
228.534
99.227
18.501
0
0
0
0
0
0
0
0
0
0
0
338.86
574.306
600.438
640.422
657.614
593.691
541.558
435.433
315.736
207.816
126.766
64.473
19.309
0
0
0
0
0
0
0
0
0
0
0
67.375
230.028
457.356
713.202
837.924
879.945
888.572
860.319
792.298
708.365
591.325
528.929
376.348
0.112
0
0
0
0
0
0
0
0
0
5.697
807.455
900
900
900
900
900
900
900
889.99
872.709
840.085
772.128
531.761
1.02
0
0
0
0
0
0
0
0
0
5.632
839.101
900
900
900
900
900
900
900
900
900
900
854.683
653.762
3.154
0
0
0
0
0
0
0
0
0
10.931
900
900
900
900
900
900
900
900
900
900
900
855.961
661.66
3.439
0
0
0
0
0
0
0
0
0
10.631
900
900
900
900
900
900
900
900
900
900
900
841.645
649.677
2.721
0
0
0
0
0
0
0
0
0
10.981
900
900
900
900
900
900
900
900
900
900
900
854.625
651.728
2.478
0
0
0
0
0
0
0
0
0
11.685
900
900
900
900
900
900
900
900
900
900
900
840.026
619.608
1.417
0
0
0
0
0
0
0
0
0
3.226
792.932
900
900
900
900
900
900
900
900
900
890.23
828.562
612.506
1.121
0
0
0
0
0
0
0
0
0
12.064
900
900
900
900
900
900
900
900
900
900
900
841.814
625.148
1.035
0
0
0
0
0
0
0
0
0
7.948
900
900
900
900
900
900
900
900
900
900
880.517
811.871
593.45
0.502
0
0
0
0
0
0
0
0
0
12.406
900
900
900
900
900
900
900
899.646
874.099
834.692
793.368
712.544
474.85
0
0
0
0
0
0
0
0
0
0
31.498
900
900
900
900
900
900
900
900
889.842
860.038
818.313
716.733
426.609
0
0
0
0
0
0
0
0
0
0
0
824.214
900
900
900
900
900
900
875.26
839.252
791.492
746.453
637.346
363.158
0
0
0
0
0
0
0
0
0
0
0
783.422
900
900
900
900
900
900
880.678
841.833
802.242
739.893
631.056
378.232
0
0
0
0
0
0
0
0
0
0
0
98.036
276.981
522.399
692.359
739.46
797.609
834.297
840.847
827.831
792.358
734.657
616.594
376.963
0
0
0
0
0
0
0
0
0
0
0
661.147
870.24
900
900
900
895.293
848.453
794.042
722.451
643.124
511.171
354.569
141.456
0
0
0
0
0
0
0
0
0
0
0
862.826
900
900
900
900
900
900
891.255
857.23
801.344
710.623
597.344
369.151
0
0
0
0
0
0
0
0
0
0
0
855.608
900
900
900
900
900
899.18
879.973
845.368
722.223
560.421
218.354
34.984
0
0
0
0
0
0
0
0
0
0
0
332.13
644.933
819.779
884.487
900
899.582
891.159
877.328
858.523
702.763
543.918
281.814
153.111
0
0
0
0
0
0
0
0
0
0
0
844.138
900
900
900
900
900
900
895.841
883.33
840.552
681.71
396.626
169.365
0
0
0
0
0
0
0
0
0
0
0
787.282
900
900
900
900
900
900
898.731
856.695
777.788
609.244
367.066
112.086
0
0
0
0
0
0
0
0
0
0
0
289.948
633.924
738.468
754.734
761.777
743.209
697.894
662.671
571.455
486.39
354.826
195.354
35.91
0
0
0
0
0
0
0
0
0
0
0
683.034
900
900
900
900
900
872.085
836.134
784.39
628.418
386.828
171.218
29.472
0
0
0
0
0
0
0
0
0
0
0
338.705
750.231
876.122
877.142
817.881
744.747
646.33
567.976
473.596
361.586
231.64
112.639
21.963
0
0
0
0
0
0
0
0
0
0
0
341.888
642.206
874.728
900
879.891
817.534
757.731
681.181
625.829
519.1
420.533
238.329
54.071
0
0
0
0
0
0
0
0
0
0
0
297.524
667.698
825.97
824.149
794.688
728.373
615.587
508.175
364.744
253.257
161.661
71.698
10.318
0
0
0
0
0
0
0
0
0
0
0
21.218
140.738
391.036
647.648
768.649
812.148
811.237
750.472
659.693
480.308
272.323
101.492
15.549
0
0
0
0
0
0
0
0
0
0
0
11.523
71.405
213.197
471.184
656.779
683.931
596.253
482.262
367.174
265.221
166.791
88.957
14.942
0
0
0
0
0
0
0
0
0
0
0
103.086
550.342
852.054
900
900
900
869.284
810.32
737.841
624.09
474.9
303.239
98.171
0
0
0
0
0
0
0
0
0
0
0
20.199
98.497
222.661
376.024
480.089
497.987
480.791
422.249
344.956
261.152
191.18
91.73
15.585
0
0
0
0
0
0
